Data Medicao,"NUMERO DE DIAS COM PRECIP. PLUV, MENSAL (AUT)(nÃºmero)","PRECIPITACAO TOTAL, MENSAL (AUT)(mm)","PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB)","TEMPERATURA MEDIA, MENSAL (AUT)(Â°C)","VENTO, VELOCIDADE MAXIMA MENSAL (AUT)(m/s)","VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s)",Unnamed: 7,Nome,Codigo Estacao,Latitude,Longitude,Altitude,Situacao,Data Inicial,Data Final,Periodicidade da Medicao
2015-09-30,19.0,"209,8","961,900972","13,176667","13,6","5,009583",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2015-10-31,20.0,"294,6","962,927554","14,405242","14,6","5,627554",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2015-11-30,20.0,"143,6","960,791389","16,888333","9,9","4,874583",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2015-12-31,17.0,"174,8","959,75","20,141935","11,1","4,649462",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2016-01-31,15.0,"106,2","960,832393","21,810081","9,9","4,625269",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2016-02-29,11.0,"62,6","960,75431","22,646552","8,1","4,235776",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2016-03-31,19.0,274,"963,608065","18,799597","12,1","4,667608",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2016-04-30,22.0,"276,8","962,016304","17,825103",10,"4,624674",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2016-05-31,21.0,"88,4","966,700403","11,647177","8,5","4,004435",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2016-06-30,9.0,"22,6","968,175695","9,575833","10,1","3,584583",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2016-07-31,14.0,76,"964,538172","11,329973","12,8","4,638038",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2016-08-31,13.0,"152,8","964,425403","13,434303",12,"4,437921",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2016-09-30,15.0,"97,4","965,373889","12,402778","13,1","5,004722",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2016-10-31,20.0,"183,4","962,383333","15,349731","9,1","5,101747",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2016-11-30,10.0,"120,2","961,76875","18,114444","12,1","4,538055",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2016-12-31,11.0,103,"959,495968","20,984946","12,7","4,670027",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2017-01-31,19.0,"133,4","960,674731","21,63172","10,5","4,473925",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2017-02-28,20.0,"132,4","959,875149","22,471726","10,3","3,814732",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2017-03-31,18.0,"141,2","963,270296","19,549866","10,9","4,303764",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2017-04-30,11.0,"82,8","963,845278","16,922083","8,9","4,592639",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2017-05-31,20.0,"220,2","964,207165","14,957626","12,2","4,603933",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2017-06-30,14.0,"115,6","964,694444","13,12125",11,"4,697917",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2017-07-31,6.0,"32,8","969,229167","14,304032","9,9","5,090323",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2017-08-31,15.0,"211,8","964,402016","14,313038",11,"4,934543",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2017-09-30,18.0,"176,6","965,288889","16,63875","13,1","5,075278",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2017-10-31,15.0,"331,8","960,611962","15,933737","10,7","5,054973",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2017-11-30,14.0,59,"960,486528","17,244583",10,"4,703889",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2017-12-31,12.0,"63,4","959,845296","20,805242","11,8","4,913844",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2018-01-31,18.0,"82,6","960,08629","21,804436",9,"4,681183",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2018-02-28,9.0,"118,2","961,833631","20,745685","13,1","4,506994",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2018-03-31,14.0,"163,8","960,610618","19,302957","9,5","4,083468",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2018-04-30,16.0,"94,4","964,745139","20,176528","9,9","4,010139",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2018-05-31,17.0,"54,6","965,34207","15,107661","9,4","4,004032",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2018-06-30,17.0,"77,2","965,323889","10,448056",10,"4,3475",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2018-07-31,23.0,241,"965,681855","10,677285","11,1","5,058737",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2018-08-31,15.0,"127,8","966,229435","10,995296","10,6","4,572043",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2018-09-30,22.0,"285,8","963,310833","15,418472","12,8","5,187222",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2018-10-31,19.0,"140,4","963,014382","15,806989","12,5","4,774194",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2018-11-30,11.0,"84,6","961,260556","19,403056","9,5","4,890417",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2018-12-31,13.0,"82,4","960,797177","20,04086","11,1","4,544355",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2019-01-31,20.0,"278,8","961,114785","22,258871","13,6","4,576479",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2019-02-28,15.0,"126,2","961,524107","21,018155","10,2","4,257441",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2019-03-31,14.0,"74,2","963,617742","19,238844","10,5","4,361559",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2019-04-30,22.0,"120,8","963,030139","17,842222",11,"4,284028",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2019-05-31,25.0,138,"964,079167","15,369355","9,1","4,139919",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2019-06-30,9.0,"31,6","964,851111","15,474583","9,4","4,538333",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2019-07-31,14.0,"184,2","965,957527","10,907392","10,4","4,316398",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2019-08-31,14.0,120,"967,924785","11,757917","10,8","4,518602",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2019-09-30,14.0,"137,8","964,737778","13,274445","11,2","4,438333",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2019-10-31,20.0,"344,8","962,655914","16,775806","11,4","5,205645",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2019-11-30,14.0,"86,4","961,225","19,040833","10,5","4,666944",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2019-12-31,6.0,65,"959,919624","21,44422","10,5","4,261828",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2020-01-31,16.0,"107,8","960,107796","21,579167","9,8","4,455376",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2020-02-29,10.0,"44,6","962,216523","21,343391","8,7","4,484483",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2020-03-31,10.0,36,"963,587769","21,677151","8,3","4,487903",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2020-04-30,17.0,"55,6","964,653472","17,128056","9,3","4,412222",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2020-05-31,5.0,,,,"8,6",,, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2020-06-30,,,,,,,, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2020-07-31,,,,,,,, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2020-08-31,,,,,,,, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2020-09-30,,,,,,,, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2020-10-31,,,,,,,, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2020-11-30,,,,,,,, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2020-12-31,,,,,,,, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2021-01-31,,,,,,,, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2021-02-28,14.0,,"960,795167","20,449167","8,9","3,801333",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2021-03-31,24.0,"203,6","961,602957","19,589247","8,3","3,762769",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2021-04-30,11.0,"23,8","965,418194","17,813472","10,6","3,953611",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2021-05-31,10.0,"61,8","964,306989","12,776747","12,4","4,115591",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2021-06-30,18.0,"124,2","965,687361","11,209583","10,5","4,418056",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2021-07-31,13.0,65,"966,869355","11,657796","10,7","4,200538",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2021-08-31,16.0,,"966,498001","13,323632","11,1","4,268477",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2021-09-30,19.0,,"962,652304","15,099409","9,8","4,702507",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2021-10-31,9.0,,"962,964903","17,663561","10,3","4,65285",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2021-11-30,12.0,"114,8","960,700792","18,692182","10,1","4,858671",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2021-12-31,9.0,70,"961,366907","19,697687","8,9","4,792224",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2022-01-31,14.0,"123,2","959,905329","23,02174",10,"4,372204",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2022-02-28,11.0,125,"960,269715","21,402483","8,7","3,973172",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2022-03-31,16.0,"89,8","961,249984","19,331278","8,8","4,322354",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2022-04-30,12.0,,"962,385193","17,378546","10,2","4,077532",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2022-05-31,6.0,,,,"11,2",,, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2022-06-30,1.0,,,,8,,, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2022-07-31,4.0,,,,"8,9",,, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2022-08-31,13.0,,"966,956756","12,059601","11,9","4,254567",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2022-09-30,18.0,"50,8","965,471389","12,522083","8,6","4,230556",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2022-10-31,23.0,"162,6","962,555376","15,025269",11,"4,781183",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2022-11-30,7.0,"51,6","964,395417","18,370972","9,8","4,506389",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2022-12-31,12.0,"25,2","960,077823","20,991801","11,9","4,416667",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2023-01-31,11.0,"132,4","960,44664","22,840995","8,4","4,133333",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2023-02-28,15.0,101,"960,46622","21,646726","8,5","4,061607",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2023-03-31,16.0,"141,4","962,069758","22,150538","9,1","3,814651",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2023-04-30,15.0,"37,6","963,317361","16,858472","8,8","3,925833",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2023-05-31,14.0,"209,6","965,451747","15,619893","8,7","3,793145",, CANGUCU, A811, -31.40333333, -52.70083333, 446.81, Operante, 2008-01-01, 2023-05-30, Mensal
2008-04-30,4.0,,,,,,, VACARIA, A880, -28.513602, -50.882738, 969.89, Operante, 2008-04-25, 2023-05-30, Mensal
2008-05-31,10.0,"64,2","907,388575","12,021371","12,3","3,375134",, VACARIA, A880, -28.513602, -50.882738, 969.89, Operante, 2008-04-25, 2023-05-30, Mensal
2008-06-30,22.0,"145,4","908,110694","9,583611",,,, VACARIA, A880, -28.513602, -50.882738, 969.89, Operante, 2008-04-25, 2023-05-30, Mensal
2008-07-31,16.0,"68,2","909,454277","13,007942",,,, VACARIA, A880, -28.513602, -50.882738, 969.89, Operante, 2008-04-25, 2023-05-30, Mensal
2008-08-31,17.0,"100,4","906,826479","12,753898","10,8","4,038441",, VACARIA, A880, -28.513602, -50.882738, 969.89, Operante, 2008-04-25, 2023-05-30, Mensal
2008-09-30,16.0,"125,2","907,784438","11,186039","11,6","4,116516",, VACARIA, A880, -28.513602, -50.882738, 969.89, Operante, 2008-04-25, 2023-05-30, Mensal
2008-10-31,19.0,"365,4","906,938038","14,966801","9,9","4,024194",, VACARIA, A880, -28.513602, -50.882738, 969.89, Operante, 2008-04-25, 2023-05-30, Mensal
2008-11-30,15.0,"150,8","905,487506","16,740048","9,4","4,233225",, VACARIA, A880, -28.513602, -50.882738, 969.89, Operante, 2008-04-25, 2023-05-30, Mensal
2008-12-31,11.0,"60,2","903,787903","18,303091","9,2","3,490726",, VACARIA, A880, -28.513602, -50.882738, 969.89, Operante, 2008-04-25, 2023-05-30, Mensal
2009-01-31,15.0,"130,4","904,482895","18,230926","10,2","3,736331",, VACARIA, A880, -28.513602, -50.882738, 969.89, Operante, 2008-04-25, 2023-05-30, Mensal
2009-02-28,16.0,139,"904,761905","19,679315","8,2","3,335714",, VACARIA, A880, -28.513602, -50.882738, 969.89, Operante, 2008-04-25, 2023-05-30, Mensal
2009-03-31,16.0,79,"904,975538","18,901479","7,6","3,25793",, VACARIA, A880, -28.513602, -50.882738, 969.89, Operante, 2008-04-25, 2023-05-30, Mensal
2009-04-30,13.0,"10,6","907,670833","16,420972","8,8","3,101945",, VACARIA, A880, -28.513602, -50.882738, 969.89, Operante, 2008-04-25, 2023-05-30, Mensal
2009-05-31,19.0,"115,8","906,897581","13,403226","10,4","3,443952",, VACARIA, A880, -28.513602, -50.882738, 969.89, Operante, 2008-04-25, 2023-05-30, Mensal
2009-06-30,20.0,104,"908,115694","9,204444","11,5","3,634583",, VACARIA, A880, -28.513602, -50.882738, 969.89, Operante, 2008-04-25, 2023-05-30, Mensal
2009-07-31,15.0,"153,4","907,832392","8,878226","10,5","3,334677",, VACARIA, A880, -28.513602, -50.882738, 969.89, Operante, 2008-04-25, 2023-05-30, Mensal
2009-08-31,17.0,"213,8","907,699194","12,800403","10,6","4,059543",, VACARIA, A880, -28.513602, -50.882738, 969.89, Operante, 2008-04-25, 2023-05-30, Mensal
2009-09-30,21.0,"488,8","906,2025","12,905556","11,4","3,783472",, VACARIA, A880, -28.513602, -50.882738, 969.89, Operante, 2008-04-25, 2023-05-30, Mensal
2009-10-31,13.0,"128,8","904,920115","15,367816","10,8","3,648707",, VACARIA, A880, -28.513602, -50.882738, 969.89, Operante, 2008-04-25, 2023-05-30, Mensal
2009-11-30,17.0,"208,4","902,507639","19,887083","9,7","3,856111",, VACARIA, A880, -28.513602, -50.882738, 969.89, Operante, 2008-04-25, 2023-05-30, Mensal
2009-12-31,20.0,"144,6","903,702419","19,671371","7,7","3,451075",, VACARIA, A880, -28.513602, -50.882738, 969.89, Operante, 2008-04-25, 2023-05-30, Mensal
2010-01-31,21.0,"174,6","904,397312","19,777224","9,6","3,345797",, VACARIA, A880, -28.513602, -50.882738, 969.89, Operante, 2008-04-25, 2023-05-30, Mensal
2010-02-28,16.0,"317,2","905,260417","20,654911","8,4","3,399702",, VACARIA, A880, -28.513602, -50.882738, 969.89, Operante, 2008-04-25, 2023-05-30, Mensal
2010-03-31,23.0,"170,2","905,141263","18,373925","10,4","2,898253",, VACARIA, A880, -28.513602, -50.882738, 969.89, Operante, 2008-04-25, 2023-05-30, Mensal
2010-04-30,21.0,187,"908,306111","15,399167","8,2","3,268333",, VACARIA, A880, -28.513602, -50.882738, 969.89, Operante, 2008-04-25, 2023-05-30, Mensal
2010-05-31,26.0,"163,4","907,502957","12,275806","8,2","3,106452",, VACARIA, A880, -28.513602, -50.882738, 969.89, Operante, 2008-04-25, 2023-05-30, Mensal
2010-06-30,18.0,"113,4","909,560556","10,949583","10,1","3,740417",, VACARIA, A880, -28.513602, -50.882738, 969.89, Operante, 2008-04-25, 2023-05-30, Mensal
2010-07-31,15.0,"148,8","909,571774","11,080242","10,7","4,190188",, VACARIA, A880, -28.513602, -50.882738, 969.89, Operante, 2008-04-25, 2023-05-30, Mensal
2010-08-31,6.0,"73,2","909,557971","11,550229","10,7","3,922542",, VACARIA, A880, -28.513602, -50.882738, 969.89, Operante, 2008-04-25, 2023-05-30, Mensal
2010-09-30,13.0,"186,4","906,725278","13,622361","11,1","4,141944",, VACARIA, A880, -28.513602, -50.882738, 969.89, Operante, 2008-04-25, 2023-05-30, Mensal
2010-10-31,17.0,"136,6","905,456989","13,656586","11,5","3,161559",, VACARIA, A880, -28.513602, -50.882738, 969.89, Operante, 2008-04-25, 2023-05-30, Mensal
2010-11-30,14.0,"217,2","903,050278","16,285417","12,7","3,17375",, VACARIA, A880, -28.513602, -50.882738, 969.89, Operante, 2008-04-25, 2023-05-30, Mensal
2010-12-31,16.0,"167,8","902,139651","18,443011","8,7","3,398387",, VACARIA, A880, -28.513602, -50.882738, 969.89, Operante, 2008-04-25, 2023-05-30, Mensal
2011-01-31,19.0,"245,2","902,680108","20,347581","8,4","2,865995",, VACARIA, A880, -28.513602, -50.882738, 969.89, Operante, 2008-04-25, 2023-05-30, Mensal
2011-02-28,19.0,"196,8","904,597619","19,819792","8,8","3,144048",, VACARIA, A880, -28.513602, -50.882738, 969.89, Operante, 2008-04-25, 2023-05-30, Mensal
2011-03-31,13.0,"169,6","906,261725","17,424094","9,3","3,62419",, VACARIA, A880, -28.513602, -50.882738, 969.89, Operante, 2008-04-25, 2023-05-30, Mensal
2011-04-30,22.0,"137,2","906,755556","15,894583","8,1","3,110139",, VACARIA, A880, -28.513602, -50.882738, 969.89, Operante, 2008-04-25, 2023-05-30, Mensal
2011-05-31,21.0,105,"908,675941","11,929032","10,6","3,255242",, VACARIA, A880, -28.513602, -50.882738, 969.89, Operante, 2008-04-25, 2023-05-30, Mensal
2011-06-30,25.0,"197,6","907,115139","9,466389","8,2","3,497083",, VACARIA, A880, -28.513602, -50.882738, 969.89, Operante, 2008-04-25, 2023-05-30, Mensal
2011-07-31,16.0,"292,4","907,635349","10,745833","9,5","3,548522",, VACARIA, A880, -28.513602, -50.882738, 969.89, Operante, 2008-04-25, 2023-05-30, Mensal
2011-08-31,20.0,"305,6","906,853495","11,180914","13,5","4,542876",, VACARIA, A880, -28.513602, -50.882738, 969.89, Operante, 2008-04-25, 2023-05-30, Mensal
2011-09-30,15.0,"88,6","909,088333","12,453056","10,1","4,069167",, VACARIA, A880, -28.513602, -50.882738, 969.89, Operante, 2008-04-25, 2023-05-30, Mensal
2011-10-31,17.0,"140,8","904,628629","15,6125",10,"3,665457",, VACARIA, A880, -28.513602, -50.882738, 969.89, Operante, 2008-04-25, 2023-05-30, Mensal
2011-11-30,9.0,"40,8","905,277639","16,789167","10,1","3,554306",, VACARIA, A880, -28.513602, -50.882738, 969.89, Operante, 2008-04-25, 2023-05-30, Mensal
2011-12-31,16.0,"78,8","903,280645","17,590054","7,8","3,385081",, VACARIA, A880, -28.513602, -50.882738, 969.89, Operante, 2008-04-25, 2023-05-30, Mensal
2012-01-31,5.0,,,,"7,6",,, VACARIA, A880, -28.513602, -50.882738, 969.89, Operante, 2008-04-25, 2023-05-30, Mensal
2012-02-29,,,,,"8,6",,, VACARIA, A880, -28.513602, -50.882738, 969.89, Operante, 2008-04-25, 2023-05-30, Mensal
2012-03-31,3.0,,,"15,886944","9,6",,, VACARIA, A880, -28.513602, -50.882738, 969.89, Operante, 2008-04-25, 2023-05-30, Mensal
2012-04-30,11.0,"54,6","906,001667","15,698472","9,1","3,008333",, VACARIA, A880, -28.513602, -50.882738, 969.89, Operante, 2008-04-25, 2023-05-30, Mensal
2012-05-31,9.0,"23,8","909,326613","13,158737","8,2","3,336962",, VACARIA, A880, -28.513602, -50.882738, 969.89, Operante, 2008-04-25, 2023-05-30, Mensal
2012-06-30,17.0,148,"907,889028","11,227639","9,4","3,307222",, VACARIA, A880, -28.513602, -50.882738, 969.89, Operante, 2008-04-25, 2023-05-30, Mensal
2012-07-31,17.0,"224,8","908,056721","9,9375","10,8","3,608602",, VACARIA, A880, -28.513602, -50.882738, 969.89, Operante, 2008-04-25, 2023-05-30, Mensal
2012-08-31,6.0,"40,8","911,285638","14,488611","11,1","4,318433",, VACARIA, A880, -28.513602, -50.882738, 969.89, Operante, 2008-04-25, 2023-05-30, Mensal
2012-09-30,11.0,"154,6","908,244306","14,069305","11,5","4,071528",, VACARIA, A880, -28.513602, -50.882738, 969.89, Operante, 2008-04-25, 2023-05-30, Mensal
2012-10-31,13.0,"142,8","905,064785","16,646505","10,7","4,004435",, VACARIA, A880, -28.513602, -50.882738, 969.89, Operante, 2008-04-25, 2023-05-30, Mensal
2012-11-30,5.0,70,"904,6625","18,182639","8,7","3,432083",, VACARIA, A880, -28.513602, -50.882738, 969.89, Operante, 2008-04-25, 2023-05-30, Mensal
2012-12-31,16.0,"180,8","902,984543","20,617876","11,1","3,617742",, VACARIA, A880, -28.513602, -50.882738, 969.89, Operante, 2008-04-25, 2023-05-30, Mensal
2013-01-31,12.0,108,"905,475403","18,54543","7,7","3,243683",, VACARIA, A880, -28.513602, -50.882738, 969.89, Operante, 2008-04-25, 2023-05-30, Mensal
2013-02-28,20.0,"147,4","904,760714","19,139137","7,6","3,000149",, VACARIA, A880, -28.513602, -50.882738, 969.89, Operante, 2008-04-25, 2023-05-30, Mensal
2013-03-31,19.0,"150,4","906,192694","16,593535","8,8","2,923667",, VACARIA, A880, -28.513602, -50.882738, 969.89, Operante, 2008-04-25, 2023-05-30, Mensal
2013-04-30,9.0,"65,6","907,457222","15,168333","10,2","3,143889",, VACARIA, A880, -28.513602, -50.882738, 969.89, Operante, 2008-04-25, 2023-05-30, Mensal
2013-05-31,13.0,"91,6","907,118145","12,650941","10,3","3,446909",, VACARIA, A880, -28.513602, -50.882738, 969.89, Operante, 2008-04-25, 2023-05-30, Mensal
2013-06-30,23.0,"165,8","907,470227","11,631806","9,9","3,22173",, VACARIA, A880, -28.513602, -50.882738, 969.89, Operante, 2008-04-25, 2023-05-30, Mensal
2013-07-31,11.0,"50,8","909,538336","10,158567","12,6","3,457018",, VACARIA, A880, -28.513602, -50.882738, 969.89, Operante, 2008-04-25, 2023-05-30, Mensal
2013-08-31,15.0,"289,2","908,31681","11,061351","11,4","3,712787",, VACARIA, A880, -28.513602, -50.882738, 969.89, Operante, 2008-04-25, 2023-05-30, Mensal
