product,grape,score,avg_price_liter
"Santa Rita Reserva Cabernet  Sauvignon, Maipo Valley",  Cabernet Sauvignon  ,86.0,73.33
"Baron  Philippe de Rothschild Escudo Rojo 'Origine' Cabernet Sauvignon, Maipo Valley",  Cabernet Sauvignon  ,91.0,186.67
"MontGras Quatro, Colchagua Valley,",  Bordeaux Blend Red  ,87.0,73.33
"Emiliana Merlot, Rapel Valley,",  Merlot  ,,40.0
"Montes Twins Red Blend,  Colchagua Valley",  Cabernet Sauvignon - Malbec  ,87.0,89.33
"Caliterra Reserva Cabernet  Sauvignon, Colchagua Valley",  Cabernet Sauvignon  ,85.0,57.33
"Vino de Eyzaguirre Cabernet  Sauvignon, Colchagua Valley",  Cabernet Sauvignon  ,84.0,57.33
"Cono Sur Organic  Cabernet Sauvignon - Carmenere, Colchagua Valley",  Cabernet Sauvignon - Carmenere  ,87.0,81.33
"Ritual Chardonnay, Casablanca  Valley",  Chardonnay  ,89.0,129.33
"Marques  de Casa Concha Etiqueta Negra, Puente Alto",  Red Blend  ,91.0,276.0
"Carmen Gran  Reserva Carmenere, Apalta",  Carmenere  ,88.0,113.33
"De Martino Legado  Reserva Carmenere, Maipo Valley",  Carmenere  ,90.0,121.33
"Santa Helena  Alpaca Cabernet Sauvignon - Merlot, Central Valley",  Cabernet Sauvignon - Merlot  ,86.0,24.0
"Baettig  Vino de Vinedo 'Los Parientes' Pinot Noir, Traiguen",  Pinot Noir  ,92.0,178.67
"Concha y Toro  'Gravas del Maipo' Cabernet Sauvignon, Puente Alto",  Cabernet Sauvignon  ,92.0,560.0
"Los Vascos  'Cromas' Gran Reserva Carmenere, Colchagua Valley",  Carmenere  ,89.0,129.33
"Concha y Toro Frontera  Merlot, Central Valley",  Merlot  ,83.0,32.0
"Errazuriz Aconcagua Costa  Chardonnay, Aconcagua Valley",  Chardonnay  ,91.0,129.33
"Santa Rita  Bougainville Petite Sirah, Maipo Valley",  Petite Sirah (Durif)  ,90.0,552.0
"Casillero del  Diablo Reserva Pinot Noir, Casablanca Valley",  Pinot Noir  ,84.0,73.33
"Los Vascos Sauvignon Blanc,  Casablanca Valley",  Sauvignon Blanc  ,87.0,73.33
"Chateau Los  Boldos Vieilles Vignes Cabernet Sauvignon, Cachapoal Valley",  Cabernet Sauvignon  ,89.0,202.67
"De Martino Legado  Reserva Cabernet Sauvignon, Maipo Valley",  Cabernet Sauvignon  ,90.0,121.33
"Concha y Toro Trio  Reserva Cabernet Sauvignon, Maipo Valley",  Cabernet Sauvignon  ,87.0,89.33
Alto del Carmen Pisco Reservado,  Pisco  ,,129.33
Santa Rita Pewen de  Apalta,  Carmenere  ,91.0,324.0
"Garage  Wine Co. Truquilemu Vineyard Carinena Field Blend, Empedrado",  Carignan (Carinena)  ,93.0,333.33
"Santa  Rita Medalla Real Gold Medal Single Vineyard Cabernet Sauvignon, Maipo Valley",  Cabernet Sauvignon  ,88.0,105.33
"Undurraga  T.H. 'Terroir Hunter' Carmenere, Peumo",  Carmenere  ,92.0,146.67
"Montes Classic Series  Chardonnay, Curico Valley",  Chardonnay  ,85.0,89.33
"Erasmo, Maule Valley",  Bordeaux Blend Red  ,90.0,137.33
"Santa Rita 120 Reserva  Especial Chardonnay, Central Valley",  Chardonnay  ,84.0,49.33
"Casa Silva Altura, Colchagua  Valley",  Cabernet Sauvignon - Carmenere  ,92.0,560.0
"Chateau Los  Boldos Tradition Reserve Cabernet Sauvignon, Cachapoal Valley",  Cabernet Sauvignon  ,86.0,73.33
"Ochagavia Don  Silvestre Merlot, Central Valley",  Merlot  ,,57.33
"Santa Helena Merlot, Central  Valley",  Merlot  ,85.0,49.33
"Vina San Pedro 1865 Master Blend,",  Red Blend  ,,162.67
"Miguel  Torres Cordillera de Los Andes Vigno Reserva Especial Carignan, Maule Valley",  Carignan (Carinena)  ,91.0,121.33
"Odfjell Aliara, Central Valley,",  Red Blend  ,91.0,244.0
"Matetic Syrah, San Antonio Valley,",  Syrah  ,93.0,421.33
"Concha  y Toro Private Reserve Late Harvest Sauvignon Blanc, Maule Valley",  Sauvignon Blanc  ,87.0,121.33
"Primus Cabernet Sauvignon, Maipo  Valley",  Cabernet Sauvignon  ,89.0,121.33
"Perez Cruz  Limited Edition Reserva Carmenere, Maipo Valley",  Carmenere  ,90.0,129.33
