product,grape,score,avg_price_liter
"Henri  Jayer Cros Parantoux, Vosne-Romanee Premier Cru",  Pinot Noir  ,93,1284.0
"Chateau Lafon-Rochet,  Saint-Estephe",  Bordeaux Blend Red  ,91,358.67
"Chateau La Gaffeliere,  Saint-Emilion",  Cabernet Franc - Merlot  ,93,578.67
"Chateau Prieure-Lichine,  Margaux",  Bordeaux Blend Red  ,91,342.67
"Chateau Haut-Bages  Liberal, Pauillac",  Bordeaux Blend Red  ,90,358.67
"Domaine du  Vieux Telegraphe Chateauneuf-du-Pape La Crau, Rhone",  Southern Rhone Red Blend  ,92,570.67
"Domaine  Trapet Pere et Fils Chambertin Grand Cru, Cote de Nuits",  Pinot Noir  ,96,1253.33
"Chateau  Pichon Longueville Comtesse de Lalande 'Pichon Comtesse Reserve', Pauillac",  Bordeaux Blend Red  ,90,366.67
"Domaine  Francois Raveneau Montee de Tonnerre, Chablis Premier Cru",  Chardonnay  ,93,66.67
"Clos Fourtet,  Saint-Emilion Grand Cru",  Bordeaux Blend Red  ,94,888.0
"Billecart-Salmon  'Cuvee Nicolas-Francois Billecart' Millesime, Champagne",  Champagne Blend  ,94,1238.67
"Domaine de Chevalier  Blanc, Pessac-Leognan",  Bordeaux Blend White  ,94,701.33
"Chateau  de Beaucastel Chateauneuf-du-Pape Grand Cuvee Hommage a Jacques Perrin, Rhone",  Southern Rhone Red Blend  ,96,1120.0
"Chateau Climens, Sauternes -  Barsac",  Semillon  ,94,725.33
"Domaine Dujac  Morey-Saint-Denis, Cote de Nuits",  Pinot Noir  ,89,1320.0
"Bernard Magrez  Chateau La Tour Carnet, Haut Medoc",  Bordeaux Blend Red  ,90,244.0
"Rene  et Vincent Dauvissat-Camus La Forest, Chablis Premier Cru",  Chardonnay  ,93,68.0
"Domaine  Anne Gros Richebourg Grand Cru, Cote de Nuits",  Pinot Noir  ,94,1125.33
"Coche-Dury  Corton-Charlemagne Grand Cru, Cote de Beaune",  Chardonnay  ,97,270.67
"Chateau Grand-Puy  Ducasse, Pauillac",  Bordeaux Blend Red  ,91,317.33
"Chateau du Tertre, Margaux,",  Bordeaux Blend Red  ,90,358.67
"Le  Clarence de Haut-Brion - Chateau Bahans Haut-Brion, Pessac-Leognan",  Bordeaux Blend Red  ,91,1034.67
"Chateau Poujeaux, Moulis-en-Medoc,",  Bordeaux Blend Red  ,89,236.0
"Domaine  Comte Georges de Vogue Bonnes-Mares Grand Cru, Cote de Nuits",  Pinot Noir  ,94,1029.33
"Domaine  de la Romanee-Conti Corton Grand Cru, Cote de Beaune",  Pinot Noir  ,93,1326.67
"Domaine Leroy Bourgogne Rouge,  Burgundy",  Pinot Noir  ,89,109.33
"Chateau  Leoville-Las Cases 'Clos du Marquis', Saint-Julien",  Bordeaux Blend Red  ,92,489.33
"Chateau Coutet, Sauternes -  Barsac",  Semillon  ,93,342.67
"Emmanuel  Rouget Cros Parantoux, Vosne-Romanee Premier Cru",  Pinot Noir  ,95,1109.33
"Philipponnat Clos des  Goisses Extra Brut, Champagne",  Chardonnay - Pinot Noir  ,94,492.0
"Domaine  Georges & Christophe Roumier Les Cras, Chambolle-Musigny Premier Cru",  Pinot Noir  ,93,400.0
"Domaine  Ramonet Montrachet Grand Cru, Cote de Beaune",  Chardonnay  ,95,201.33
"Chateau Kirwan, Margaux",  Bordeaux Blend Red  ,91,408.0
"Chateau Saint-Pierre, Saint-Julien,",  Bordeaux Blend Red  ,92,416.0
"Chateau Haut-Batailley,  Pauillac",  Bordeaux Blend Red  ,91,424.0
"Chateau Guiraud, Sauternes",  Sauvignon Blanc - Semillon  ,93,440.0
"Louis  Latour Corton-Charlemagne Grand Cru, Cote de Beaune",  Chardonnay  ,92,1238.67
"Chateau Soutard,  Saint-Emilion Grand Cru",  Bordeaux Blend Red  ,91,342.67
"Domaine  Armand Rousseau Pere et Fils Clos de la Roche Grand Cru, Cote de Nuits",  Pinot Noir  ,94,832.0
"Nicole  Lamarche La Grande Rue Grand Cru Monopole, Cote de Nuits",  Pinot Noir  ,93,304.0
