product,grape,score,avg_price_liter
"Pio Cesare 'Ornato', Barolo  DOCG",  Nebbiolo  ,92,856.0
Oasi degli Angeli Kurni Rosso  Marche IGT,  Montepulciano  ,91,790.67
"Isole e Olena Chianti  Classico DOCG, Tuscany",  Sangiovese  ,91,188.0
"Castiglion del  Bosco Brunello di Montalcino DOCG, Tuscany",  Sangiovese  ,91,424.0
"Bottega 'Gold' Prosecco Brut,  Veneto",  Glera (Prosecco)  ,87,162.67
"Roagna Pira Vecchie  Viti, Barolo DOCG",  Nebbiolo  ,94,1046.67
"Mastrojanni  Brunello di Montalcino DOCG, Tuscany",  Sangiovese  ,91,390.67
"Castello  Banfi Poggio alle Mura, Brunello di Montalcino DOCG",  Sangiovese  ,91,456.0
"Mazzei 'Philip' Rosso Toscana IGT,  Tuscany",  Cabernet Sauvignon  ,91,220.0
"Caparzo La Casa,  Brunello di Montalcino DOCG",  Sangiovese  ,92,537.33
"Castello del Terriccio  Lupicaia Toscana IGT, Tuscany",  Cabernet Sauvignon - Merlot  ,93,806.67
"Farnese  Fantini Edizione Cinque Autoctoni, Abruzzo",  Red Blend  ,89,204.0
"Prunotto Barolo DOCG, Piedmont,",  Nebbiolo  ,90,309.33
"Le Macchiole Bolgheri Rosso,  Tuscany",  Cabernet - Merlot - Sangiovese  ,91,196.0
"Poderi  Aldo Conterno Romirasco Bussia, Barolo DOCG",  Nebbiolo  ,95,198.67
"Fuligni Brunello di  Montalcino Riserva DOCG, Tuscany",  Sangiovese  ,94,978.67
"Jermann  'Where Dreams have no end' Venezia Giulia IGT, Friuli-Venezia Giulia",  Chardonnay  ,91,382.67
"Barone  Ricasoli Castello di Brolio Gran Selezione, Chianti Classico DOCG",  Chianti Blend  ,91,350.67
"Gaja Darmagi Langhe, Piedmont,",  Cabernet Sauvignon  ,92,313.33
"Frascole Chianti Rufina DOCG,  Tuscany",  Chianti Blend  ,88,105.33
"Giuseppe  Mascarello e Figlio Monprivato Ca d'Morissio, Barolo Riserva DOCG",  Nebbiolo  ,94,254.67
"Ceretto Bricco  Rocche Brunate, Barolo DOCG",  Nebbiolo  ,93,798.67
"Tenuta di Trinoro 'Palazzi'  Toscana IGT, Tuscany",  Cabernet Franc - Merlot  ,93,1272.0
"Elio Grasso Runcot,  Barolo Riserva DOCG",  Nebbiolo  ,93,1254.67
"Produttori  del Barbaresco Montestefano, Barbaresco Riserva DOCG",  Nebbiolo  ,93,473.33
"E. Pira  & Figli Chiara Boschis Via Nuova, Barolo DOCG",  Nebbiolo  ,93,594.67
"Elvio Cogno Ravera, Barolo  DOCG",  Nebbiolo  ,93,594.67
"Poderi Aldo  Conterno Colonnello, Barolo DOCG",  Nebbiolo  ,93,1018.67
"Giacomo  Bologna Braida Bricco dell' Uccellone, Barbera d'Asti DOCG",  Barbera  ,92,390.67
"Paolo Scavino Barolo DOCG,  Piedmont",  Nebbiolo  ,91,334.67
"Montevetrano  di Silvia Imparato Colli di Salerno IGT, Campania",  Red Blend  ,92,424.0
"Roberto  Voerzio 'Fossati Case Nere' Riserva 10 Anni, Barolo DOCG",  Nebbiolo  ,94,476.0
"Donnafugata  Ben Rye Passito di Pantelleria, Sicily",  Muscat of Alexandria  ,93,440.0
"Ornellaia 'Poggio alle  Gazze dell'Ornellaia' Toscana IGT, Tuscany",  Sauvignon Blanc  ,90,390.67
"E. Pira  & Figli Chiara Boschis Mosconi, Barolo DOCG",  Nebbiolo  ,93,586.67
"Bruno  Giacosa Albesani Santo Stefano, Barbaresco DOCG",  Nebbiolo  ,92,181.33
"La  Spinetta Vursu Vigneto Starderi, Barbaresco DOCG",  Nebbiolo  ,92,888.0
"Lodovico  Antinori Tenuta di Biserno 'Il Pino di Biserno' Toscana IGT, Tuscany",  Bordeaux Blend Red  ,91,366.67
"Frank  Cornelissen 'Magma' Terre Siciliane Rosso IGT, Sicily",  Nerello Mascalese  ,92,680.0
"Lisini Brunello di  Montalcino DOCG, Tuscany",  Sangiovese  ,92,390.67
"Vietti Villero, Barolo  Riserva DOCG",  Nebbiolo  ,95,226.67
"Pieropan La Rocca Soave Classico,  Veneto",  Garganega  ,92,236.0
"Castello di Ama 'Castello  di Ama' - 'Ama', Chianti Classico DOCG",  Chianti Blend  ,90,220.0
"Petrolo Torrione Valdarno  di Sopra, Tuscany",  Sangiovese  ,90,212.0
"San Felice Vigorello Toscana IGT,  Tuscany",  Cabernet - Merlot - Sangiovese  ,91,317.33
"Ruffino  Riserva Ducale Oro-Gold, Chianti Classico Gran Selezione DOCG",  Sangiovese  ,90,244.0
"Marisa  Cuomo Furore Bianco 'Fiorduva' Costa d'Amalfi, Campania",  White Blend  ,93,464.0
"Podere Il Carnasciale Il  Caberlot Toscana IGT, Tuscany",  Red Blend  ,94,961.33
"Stella  di Campalto Podere San Guiseppe Rosso di Montalcino, Tuscany",  Sangiovese  ,91,1181.33
"Castello  di Monsanto Il Poggio, Chianti Classico Gran Selezione DOCG",  Chianti Blend  ,92,456.0
"E. Pira  & Figli Chiara Boschis Via Nuova, Barolo DOCG",  Nebbiolo  ,93,594.67
"Elvio Cogno Ravera, Barolo  DOCG",  Nebbiolo  ,93,594.67
"Poderi Aldo  Conterno Colonnello, Barolo DOCG",  Nebbiolo  ,93,1018.67
"Giacomo  Bologna Braida Bricco dell' Uccellone, Barbera d'Asti DOCG",  Barbera  ,92,390.67
"Paolo Scavino Barolo DOCG,  Piedmont",  Nebbiolo  ,91,334.67
"Montevetrano  di Silvia Imparato Colli di Salerno IGT, Campania",  Red Blend  ,92,424.0
"Roberto  Voerzio 'Fossati Case Nere' Riserva 10 Anni, Barolo DOCG",  Nebbiolo  ,94,476.0
"Donnafugata  Ben Rye Passito di Pantelleria, Sicily",  Muscat of Alexandria  ,93,440.0
"Ornellaia 'Poggio alle  Gazze dell'Ornellaia' Toscana IGT, Tuscany",  Sauvignon Blanc  ,90,390.67
"E. Pira  & Figli Chiara Boschis Mosconi, Barolo DOCG",  Nebbiolo  ,93,586.67
"Bruno  Giacosa Albesani Santo Stefano, Barbaresco DOCG",  Nebbiolo  ,92,181.33
"La  Spinetta Vursu Vigneto Starderi, Barbaresco DOCG",  Nebbiolo  ,92,888.0
"Lodovico  Antinori Tenuta di Biserno 'Il Pino di Biserno' Toscana IGT, Tuscany",  Bordeaux Blend Red  ,91,366.67
"Frank  Cornelissen 'Magma' Terre Siciliane Rosso IGT, Sicily",  Nerello Mascalese  ,92,680.0
"Lisini Brunello di  Montalcino DOCG, Tuscany",  Sangiovese  ,92,390.67
"Vietti Villero, Barolo  Riserva DOCG",  Nebbiolo  ,95,226.67
"Pieropan La Rocca Soave Classico,  Veneto",  Garganega  ,92,236.0
"Castello di Ama 'Castello  di Ama' - 'Ama', Chianti Classico DOCG",  Chianti Blend  ,90,220.0
"Petrolo Torrione Valdarno  di Sopra, Tuscany",  Sangiovese  ,90,212.0
"San Felice Vigorello Toscana IGT,  Tuscany",  Cabernet - Merlot - Sangiovese  ,91,317.33
"Ruffino  Riserva Ducale Oro-Gold, Chianti Classico Gran Selezione DOCG",  Sangiovese  ,90,244.0
"Marisa  Cuomo Furore Bianco 'Fiorduva' Costa d'Amalfi, Campania",  White Blend  ,93,464.0
"Podere Il Carnasciale Il  Caberlot Toscana IGT, Tuscany",  Red Blend  ,94,961.33
"Stella  di Campalto Podere San Guiseppe Rosso di Montalcino, Tuscany",  Sangiovese  ,91,1181.33
"Castello  di Monsanto Il Poggio, Chianti Classico Gran Selezione DOCG",  Chianti Blend  ,92,456.0
